t_s,mesh_sysid,role,lat,lon,rel_alt_m
92.95,7,follower,-35.3632836,149.1653339,15.00
93.45,7,follower,-35.3632836,149.1653340,15.00
93.95,7,follower,-35.3632836,149.1653340,15.00
94.45,7,follower,-35.3632836,149.1653340,15.00
94.96,7,follower,-35.3632836,149.1653340,15.00
95.45,7,follower,-35.3632836,149.1653340,15.00
95.95,7,follower,-35.3632836,149.1653340,15.00
96.45,7,follower,-35.3632836,149.1653340,15.00
96.95,7,follower,-35.3632836,149.1653340,15.00
97.45,7,follower,-35.3632836,149.1653340,15.00
97.95,7,follower,-35.3632836,149.1653340,15.00
98.45,7,follower,-35.3632836,149.1653340,15.00
98.95,7,follower,-35.3632836,149.1653340,15.00
99.45,7,follower,-35.3632836,149.1653340,15.00
99.95,7,follower,-35.3632836,149.1653340,15.00
100.46,7,follower,-35.3632836,149.1653340,15.00
100.95,7,follower,-35.3632836,149.1653339,15.00
101.46,7,follower,-35.3632836,149.1653339,15.00
101.95,7,follower,-35.3632836,149.1653339,15.00
102.45,7,follower,-35.3632836,149.1653339,15.00
102.95,7,follower,-35.3632836,149.1653339,15.00
103.46,7,follower,-35.3632836,149.1653340,15.00
103.95,7,follower,-35.3632836,149.1653340,15.00
104.45,7,follower,-35.3632836,149.1653340,15.00
104.96,7,follower,-35.3632836,149.1653340,15.00
105.46,7,follower,-35.3632836,149.1653340,15.00
105.95,7,follower,-35.3632836,149.1653340,15.00
106.45,7,follower,-35.3632836,149.1653340,15.00
106.95,7,follower,-35.3632836,149.1653340,15.00
107.45,7,follower,-35.3632836,149.1653340,15.00
107.96,7,follower,-35.3632836,149.1653340,15.00
108.45,7,follower,-35.3632836,149.1653340,15.00
108.96,7,follower,-35.3632836,149.1653340,15.00
109.45,7,follower,-35.3632836,149.1653340,15.00
109.95,7,follower,-35.3632836,149.1653339,15.00
110.45,7,follower,-35.3632836,149.1653339,15.00
110.96,7,follower,-35.3632836,149.1653339,15.00
111.46,7,follower,-35.3632836,149.1653339,15.00
111.96,7,follower,-35.3632836,149.1653339,15.00
112.46,7,follower,-35.3632836,149.1653339,15.00
112.96,7,follower,-35.3632836,149.1653340,15.00
113.45,7,follower,-35.3632836,149.1653340,15.00
113.96,7,follower,-35.3632836,149.1653340,15.00
114.46,7,follower,-35.3632836,149.1653340,15.00
114.95,7,follower,-35.3632836,149.1653340,15.00
115.46,7,follower,-35.3632836,149.1653340,15.00
115.96,7,follower,-35.3632836,149.1653340,15.00
116.46,7,follower,-35.3632836,149.1653340,15.00
116.96,7,follower,-35.3632836,149.1653340,15.00
117.46,7,follower,-35.3632836,149.1653340,15.00
117.96,7,follower,-35.3632836,149.1653340,15.00
118.45,7,follower,-35.3632836,149.1653340,15.00
118.96,7,follower,-35.3632836,149.1653339,15.00
119.46,7,follower,-35.3632836,149.1653339,15.00
119.96,7,follower,-35.3632836,149.1653339,15.00
120.46,7,follower,-35.3632836,149.1653339,15.00
120.96,7,follower,-35.3632836,149.1653339,15.00
121.46,7,follower,-35.3632836,149.1653340,15.00
121.95,7,follower,-35.3632836,149.1653340,15.00
122.46,7,follower,-35.3632836,149.1653339,15.00
122.96,7,follower,-35.3632836,149.1653339,15.00
123.46,7,follower,-35.3632836,149.1653339,15.00
123.96,7,follower,-35.3632836,149.1653339,15.00
124.46,7,follower,-35.3632836,149.1653339,15.00
124.96,7,follower,-35.3632836,149.1653339,15.00
125.46,7,follower,-35.3632836,149.1653339,15.00
125.96,7,follower,-35.3632836,149.1653339,15.00
126.46,7,follower,-35.3632836,149.1653339,15.00
126.96,7,follower,-35.3632836,149.1653339,15.00
127.46,7,follower,-35.3632836,149.1653339,15.00
127.96,7,follower,-35.3632836,149.1653339,15.00
128.46,7,follower,-35.3632836,149.1653339,15.00
128.96,7,follower,-35.3632836,149.1653339,15.00
129.46,7,follower,-35.3632836,149.1653339,15.00
129.96,7,follower,-35.3632836,149.1653339,15.00
130.46,7,follower,-35.3632836,149.1653339,15.00
130.96,7,follower,-35.3632836,149.1653339,15.00
131.46,7,follower,-35.3632836,149.1653339,15.00
131.96,7,follower,-35.3632836,149.1653339,15.00
132.46,7,follower,-35.3632836,149.1653339,15.00
132.96,7,follower,-35.3632836,149.1653339,15.00
133.46,7,follower,-35.3632836,149.1653339,15.00
133.96,7,follower,-35.3632836,149.1653339,15.00
134.46,7,follower,-35.3632836,149.1653339,15.00
134.96,7,follower,-35.3632836,149.1653339,15.00
135.46,7,follower,-35.3632836,149.1653339,15.00
135.96,7,follower,-35.3632836,149.1653339,15.00
136.46,7,follower,-35.3632836,149.1653339,15.00
136.96,7,follower,-35.3632836,149.1653340,15.00
137.46,7,follower,-35.3632836,149.1653340,15.00
137.96,7,follower,-35.3632836,149.1653340,15.00
138.46,7,follower,-35.3632836,149.1653340,15.00
138.96,7,follower,-35.3632836,149.1653340,15.00
139.46,7,follower,-35.3632836,149.1653340,15.00
139.96,7,follower,-35.3632836,149.1653340,15.00
140.46,7,follower,-35.3632836,149.1653340,15.00
140.96,7,follower,-35.3632836,149.1653340,15.00
141.46,7,follower,-35.3632836,149.1653340,15.00
141.96,7,follower,-35.3632836,149.1653340,15.00
142.46,7,follower,-35.3632836,149.1653340,15.00
142.96,7,follower,-35.3632836,149.1653340,15.00
143.46,7,follower,-35.3632836,149.1653340,15.00
143.96,7,follower,-35.3632836,149.1653339,15.00
144.46,7,follower,-35.3632836,149.1653339,15.00
144.96,7,follower,-35.3632835,149.1653339,15.00
145.46,7,follower,-35.3632804,149.1653337,15.00
145.96,7,follower,-35.3632713,149.1653337,15.00
146.46,7,follower,-35.3632593,149.1653337,15.00
146.96,7,follower,-35.3632491,149.1653337,15.00
147.46,7,follower,-35.3632399,149.1653337,15.00
147.96,7,follower,-35.3632308,149.1653338,15.00
148.46,7,follower,-35.3632214,149.1653338,15.00
148.96,7,follower,-35.3632121,149.1653338,15.00
149.46,7,follower,-35.3632028,149.1653338,15.00
149.96,7,follower,-35.3631935,149.1653338,15.00
150.46,7,follower,-35.3631844,149.1653338,15.00
150.96,7,follower,-35.3631755,149.1653338,15.00
151.46,7,follower,-35.3631666,149.1653337,15.00
151.96,7,follower,-35.3631577,149.1653337,15.00
152.47,7,follower,-35.3631488,149.1653337,15.00
152.96,7,follower,-35.3631399,149.1653337,15.00
153.46,7,follower,-35.3631302,149.1653337,15.00
153.96,7,follower,-35.3631204,149.1653337,15.00
154.46,7,follower,-35.3631116,149.1653337,15.00
154.96,7,follower,-35.3631020,149.1653337,15.00
155.47,7,follower,-35.3630932,149.1653337,15.00
155.96,7,follower,-35.3630842,149.1653337,15.00
156.47,7,follower,-35.3630757,149.1653337,15.00
156.97,7,follower,-35.3630661,149.1653337,15.00
157.47,7,follower,-35.3630571,149.1653337,15.00
157.96,7,follower,-35.3630479,149.1653337,15.00
158.47,7,follower,-35.3630395,149.1653337,15.00
158.96,7,follower,-35.3630304,149.1653337,15.00
159.47,7,follower,-35.3630211,149.1653337,15.00
159.97,7,follower,-35.3630122,149.1653337,15.00
160.46,7,follower,-35.3630055,149.1653337,15.00
160.96,7,follower,-35.3630046,149.1653337,15.00
161.46,7,follower,-35.3630082,149.1653353,15.00
161.96,7,follower,-35.3630113,149.1653414,15.00
162.47,7,follower,-35.3630116,149.1653536,15.00
162.96,7,follower,-35.3630114,149.1653724,15.01
163.47,7,follower,-35.3630114,149.1653925,15.01
163.97,7,follower,-35.3630118,149.1654075,15.00
164.47,7,follower,-35.3630124,149.1654191,15.00
164.96,7,follower,-35.3630130,149.1654306,15.00
165.46,7,follower,-35.3630135,149.1654421,15.00
165.96,7,follower,-35.3630137,149.1654535,15.00
166.47,7,follower,-35.3630137,149.1654648,15.00
166.97,7,follower,-35.3630137,149.1654759,15.00
167.47,7,follower,-35.3630137,149.1654869,15.00
167.97,7,follower,-35.3630137,149.1654978,15.00
168.47,7,follower,-35.3630137,149.1655087,15.00
168.97,7,follower,-35.3630136,149.1655196,15.00
169.47,7,follower,-35.3630136,149.1655306,15.00
169.97,7,follower,-35.3630136,149.1655415,15.00
170.47,7,follower,-35.3630136,149.1655533,15.00
170.97,7,follower,-35.3630136,149.1655654,15.00
171.47,7,follower,-35.3630136,149.1655762,15.00
171.97,7,follower,-35.3630136,149.1655877,15.00
172.47,7,follower,-35.3630136,149.1655982,15.00
172.97,7,follower,-35.3630136,149.1656096,15.00
173.47,7,follower,-35.3630136,149.1656200,15.00
173.97,7,follower,-35.3630136,149.1656317,15.00
174.47,7,follower,-35.3630136,149.1656425,15.00
174.97,7,follower,-35.3630136,149.1656539,15.00
175.47,7,follower,-35.3630136,149.1656630,15.00
175.97,7,follower,-35.3630137,149.1656655,15.00
176.46,7,follower,-35.3630144,149.1656617,15.00
176.97,7,follower,-35.3630186,149.1656569,15.00
177.47,7,follower,-35.3630272,149.1656564,15.00
177.97,7,follower,-35.3630413,149.1656569,15.01
178.47,7,follower,-35.3630581,149.1656569,15.01
178.96,7,follower,-35.3630720,149.1656566,15.00
179.47,7,follower,-35.3630819,149.1656559,15.00
179.97,7,follower,-35.3630913,149.1656551,15.00
180.47,7,follower,-35.3631007,149.1656544,15.00
180.97,7,follower,-35.3631101,149.1656542,15.00
181.47,7,follower,-35.3631193,149.1656541,15.00
181.97,7,follower,-35.3631285,149.1656541,15.00
182.47,7,follower,-35.3631374,149.1656541,15.00
182.97,7,follower,-35.3631463,149.1656542,15.00
183.47,7,follower,-35.3631551,149.1656542,15.00
183.97,7,follower,-35.3631640,149.1656542,15.00
184.47,7,follower,-35.3631729,149.1656542,15.00
184.97,7,follower,-35.3631817,149.1656542,15.00
185.47,7,follower,-35.3631906,149.1656542,15.00
185.97,7,follower,-35.3631994,149.1656542,15.00
186.47,7,follower,-35.3632082,149.1656542,15.00
186.97,7,follower,-35.3632171,149.1656542,15.00
187.47,7,follower,-35.3632268,149.1656542,15.00
187.97,7,follower,-35.3632367,149.1656542,15.00
188.47,7,follower,-35.3632456,149.1656542,15.00
188.97,7,follower,-35.3632549,149.1656542,15.00
189.47,7,follower,-35.3632635,149.1656542,15.00
189.97,7,follower,-35.3632727,149.1656542,15.00
190.47,7,follower,-35.3632803,149.1656542,15.00
190.97,7,follower,-35.3632838,149.1656541,15.00
191.47,7,follower,-35.3632817,149.1656531,15.00
191.97,7,follower,-35.3632784,149.1656483,15.00
192.47,7,follower,-35.3632778,149.1656377,15.00
192.97,7,follower,-35.3632777,149.1656203,15.01
193.47,7,follower,-35.3632775,149.1656003,15.01
193.97,7,follower,-35.3632772,149.1655845,15.00
194.47,7,follower,-35.3632766,149.1655728,15.00
194.97,7,follower,-35.3632759,149.1655614,15.00
195.47,7,follower,-35.3632754,149.1655498,15.00
195.97,7,follower,-35.3632751,149.1655383,15.00
196.47,7,follower,-35.3632750,149.1655269,15.00
196.97,7,follower,-35.3632750,149.1655158,15.00
197.47,7,follower,-35.3632750,149.1655048,15.00
197.97,7,follower,-35.3632750,149.1654939,15.00
198.47,7,follower,-35.3632750,149.1654830,15.00
198.97,7,follower,-35.3632750,149.1654721,15.00
199.47,7,follower,-35.3632750,149.1654612,15.00
199.97,7,follower,-35.3632750,149.1654502,15.00
200.47,7,follower,-35.3632750,149.1654393,15.00
200.97,7,follower,-35.3632750,149.1654284,15.00
201.47,7,follower,-35.3632751,149.1654175,15.00
201.97,7,follower,-35.3632751,149.1654066,15.00
202.47,7,follower,-35.3632751,149.1653956,15.00
202.97,7,follower,-35.3632751,149.1653846,15.00
203.47,7,follower,-35.3632751,149.1653737,15.00
203.97,7,follower,-35.3632751,149.1653628,15.00
204.48,7,follower,-35.3632751,149.1653511,15.00
204.97,7,follower,-35.3632751,149.1653390,15.00
205.47,7,follower,-35.3632751,149.1653287,15.00
205.97,7,follower,-35.3632750,149.1653220,15.00
206.48,7,follower,-35.3632749,149.1653227,15.00
206.97,7,follower,-35.3632748,149.1653269,15.00
207.47,7,follower,-35.3632747,149.1653287,15.00
207.97,7,follower,-35.3632747,149.1653289,15.00
208.47,7,follower,-35.3632747,149.1653290,15.00
208.97,7,follower,-35.3632749,149.1653293,15.00
209.47,7,follower,-35.3632750,149.1653298,15.00
209.97,7,follower,-35.3632751,149.1653303,15.00
210.47,7,follower,-35.3632751,149.1653307,15.00
210.97,7,follower,-35.3632751,149.1653310,15.00
46.94,8,follower,-35.3633047,149.1651263,2.23
47.45,8,follower,-35.3633047,149.1651263,3.39
47.94,8,follower,-35.3633047,149.1651263,4.67
48.44,8,follower,-35.3633047,149.1651263,5.95
48.95,8,follower,-35.3633047,149.1651263,7.19
49.44,8,follower,-35.3633047,149.1651263,8.42
49.94,8,follower,-35.3633047,149.1651263,9.66
50.44,8,follower,-35.3633047,149.1651263,10.90
50.94,8,follower,-35.3633047,149.1651263,12.13
51.44,8,follower,-35.3633047,149.1651263,13.28
51.94,8,follower,-35.3633047,149.1651263,14.68
52.45,8,follower,-35.3633047,149.1651263,16.39
52.95,8,follower,-35.3633047,149.1651263,17.66
53.45,8,follower,-35.3633047,149.1651263,18.54
53.94,8,follower,-35.3633047,149.1651263,19.13
54.45,8,follower,-35.3633047,149.1651263,19.48
54.94,8,follower,-35.3633047,149.1651263,19.59
55.45,8,follower,-35.3633047,149.1651263,19.46
55.95,8,follower,-35.3633046,149.1651263,19.08
56.45,8,follower,-35.3633046,149.1651263,18.45
56.95,8,follower,-35.3633046,149.1651263,17.67
57.44,8,follower,-35.3633046,149.1651263,16.90
57.94,8,follower,-35.3633046,149.1651262,16.16
58.44,8,follower,-35.3633046,149.1651262,15.51
58.95,8,follower,-35.3633046,149.1651262,15.10
59.45,8,follower,-35.3633046,149.1651262,14.95
59.95,8,follower,-35.3633045,149.1651263,14.98
60.45,8,follower,-35.3633045,149.1651263,15.02
60.95,8,follower,-35.3633045,149.1651263,15.03
61.45,8,follower,-35.3633046,149.1651263,15.02
61.94,8,follower,-35.3633046,149.1651264,15.02
62.45,8,follower,-35.3633046,149.1651264,15.01
62.95,8,follower,-35.3633046,149.1651264,15.01
63.45,8,follower,-35.3633046,149.1651263,15.01
63.95,8,follower,-35.3633046,149.1651263,15.01
64.45,8,follower,-35.3633046,149.1651263,15.01
64.95,8,follower,-35.3633046,149.1651263,15.00
65.45,8,follower,-35.3633046,149.1651263,15.00
65.95,8,follower,-35.3633046,149.1651263,15.00
66.45,8,follower,-35.3633046,149.1651263,15.00
66.95,8,follower,-35.3633046,149.1651263,15.00
67.45,8,follower,-35.3633046,149.1651263,15.00
67.95,8,follower,-35.3633046,149.1651263,15.00
68.45,8,follower,-35.3633046,149.1651263,15.00
68.95,8,follower,-35.3633046,149.1651263,15.00
69.45,8,follower,-35.3633046,149.1651263,15.00
69.95,8,follower,-35.3633046,149.1651263,15.00
70.45,8,follower,-35.3633046,149.1651263,15.00
70.95,8,follower,-35.3633046,149.1651263,15.00
71.45,8,follower,-35.3633046,149.1651263,15.00
71.95,8,follower,-35.3633046,149.1651263,15.00
72.45,8,follower,-35.3633046,149.1651264,15.00
72.95,8,follower,-35.3633046,149.1651264,15.00
73.45,8,follower,-35.3633046,149.1651263,15.00
73.95,8,follower,-35.3633046,149.1651263,15.00
74.45,8,follower,-35.3633046,149.1651263,15.00
74.95,8,follower,-35.3633046,149.1651263,15.00
75.45,8,follower,-35.3633046,149.1651263,15.00
75.95,8,follower,-35.3633046,149.1651263,15.00
76.45,8,follower,-35.3633046,149.1651263,15.00
76.95,8,follower,-35.3633046,149.1651263,15.00
77.45,8,follower,-35.3633046,149.1651263,15.00
77.95,8,follower,-35.3633046,149.1651263,15.00
78.45,8,follower,-35.3633046,149.1651263,15.00
78.95,8,follower,-35.3633046,149.1651263,15.00
79.45,8,follower,-35.3633046,149.1651263,15.00
79.95,8,follower,-35.3633046,149.1651263,15.00
80.45,8,follower,-35.3633046,149.1651263,15.00
80.95,8,follower,-35.3633046,149.1651263,15.00
81.45,8,follower,-35.3633046,149.1651263,15.00
81.95,8,follower,-35.3633046,149.1651263,15.00
82.45,8,follower,-35.3633046,149.1651263,15.00
82.95,8,follower,-35.3633046,149.1651263,15.00
83.45,8,follower,-35.3633046,149.1651263,15.00
83.95,8,follower,-35.3633046,149.1651264,15.00
84.45,8,follower,-35.3633046,149.1651264,15.00
84.95,8,follower,-35.3633046,149.1651264,15.00
85.45,8,follower,-35.3633046,149.1651264,15.00
85.95,8,follower,-35.3633046,149.1651264,15.00
86.45,8,follower,-35.3633046,149.1651264,15.00
86.95,8,follower,-35.3633046,149.1651264,15.00
87.45,8,follower,-35.3633046,149.1651264,15.00
87.95,8,follower,-35.3633046,149.1651264,15.00
88.45,8,follower,-35.3633046,149.1651264,15.00
88.95,8,follower,-35.3633046,149.1651264,15.00
89.45,8,follower,-35.3633046,149.1651263,15.00
89.95,8,follower,-35.3633046,149.1651263,15.00
90.45,8,follower,-35.3633046,149.1651263,15.00
90.95,8,follower,-35.3633046,149.1651263,15.00
91.45,8,follower,-35.3633046,149.1651263,15.00
91.95,8,follower,-35.3633046,149.1651263,15.00
92.45,8,follower,-35.3633046,149.1651263,15.00
92.95,8,follower,-35.3633046,149.1651263,15.00
93.45,8,follower,-35.3633046,149.1651263,15.00
93.95,8,follower,-35.3633046,149.1651263,15.00
94.45,8,follower,-35.3633046,149.1651263,15.00
94.95,8,follower,-35.3633046,149.1651263,15.00
95.45,8,follower,-35.3633046,149.1651263,15.00
95.96,8,follower,-35.3633046,149.1651264,15.00
96.46,8,follower,-35.3633046,149.1651264,15.00
96.95,8,follower,-35.3633046,149.1651264,15.00
97.46,8,follower,-35.3633046,149.1651264,15.00
97.95,8,follower,-35.3633046,149.1651264,15.00
98.45,8,follower,-35.3633046,149.1651264,15.00
98.95,8,follower,-35.3633046,149.1651264,15.00
99.45,8,follower,-35.3633046,149.1651264,15.00
99.95,8,follower,-35.3633046,149.1651264,15.00
100.45,8,follower,-35.3633046,149.1651264,15.00
100.95,8,follower,-35.3633046,149.1651264,15.00
101.46,8,follower,-35.3633046,149.1651264,15.00
101.96,8,follower,-35.3633046,149.1651264,15.00
102.45,8,follower,-35.3633046,149.1651264,15.00
102.96,8,follower,-35.3633046,149.1651264,15.00
103.45,8,follower,-35.3633046,149.1651264,15.00
103.95,8,follower,-35.3633046,149.1651264,15.00
104.45,8,follower,-35.3633046,149.1651264,15.00
104.95,8,follower,-35.3633046,149.1651264,15.00
105.46,8,follower,-35.3633046,149.1651264,15.00
105.95,8,follower,-35.3633046,149.1651264,15.00
106.46,8,follower,-35.3633046,149.1651264,15.00
106.96,8,follower,-35.3633046,149.1651264,15.00
107.45,8,follower,-35.3633046,149.1651264,15.00
107.95,8,follower,-35.3633046,149.1651264,15.00
108.45,8,follower,-35.3633046,149.1651264,15.00
108.96,8,follower,-35.3633046,149.1651264,15.00
109.46,8,follower,-35.3633046,149.1651264,15.00
109.95,8,follower,-35.3633046,149.1651264,15.00
110.46,8,follower,-35.3633046,149.1651264,15.00
110.96,8,follower,-35.3633046,149.1651264,15.00
111.46,8,follower,-35.3633046,149.1651264,15.00
111.95,8,follower,-35.3633046,149.1651264,15.00
112.46,8,follower,-35.3633046,149.1651264,15.00
112.96,8,follower,-35.3633046,149.1651264,15.00
113.45,8,follower,-35.3633046,149.1651264,15.00
113.95,8,follower,-35.3633046,149.1651264,15.00
114.46,8,follower,-35.3633046,149.1651264,15.00
114.96,8,follower,-35.3633046,149.1651264,15.00
115.46,8,follower,-35.3633046,149.1651264,15.00
115.96,8,follower,-35.3633046,149.1651264,15.00
116.45,8,follower,-35.3633046,149.1651264,15.00
116.96,8,follower,-35.3633046,149.1651264,15.00
117.46,8,follower,-35.3633046,149.1651264,15.00
117.96,8,follower,-35.3633046,149.1651264,15.00
118.46,8,follower,-35.3633046,149.1651264,15.00
118.96,8,follower,-35.3633046,149.1651264,15.00
119.46,8,follower,-35.3633046,149.1651264,15.00
119.96,8,follower,-35.3633046,149.1651264,15.00
120.46,8,follower,-35.3633046,149.1651264,15.00
120.96,8,follower,-35.3633046,149.1651264,15.00
121.46,8,follower,-35.3633046,149.1651264,15.00
121.96,8,follower,-35.3633046,149.1651264,15.00
122.46,8,follower,-35.3633046,149.1651264,15.00
122.96,8,follower,-35.3633046,149.1651264,15.00
123.46,8,follower,-35.3633046,149.1651264,15.00
123.96,8,follower,-35.3633046,149.1651264,15.00
124.46,8,follower,-35.3633046,149.1651264,15.00
124.96,8,follower,-35.3633046,149.1651264,15.00
125.46,8,follower,-35.3633046,149.1651264,15.00
125.96,8,follower,-35.3633046,149.1651264,15.00
126.46,8,follower,-35.3633046,149.1651264,15.00
126.96,8,follower,-35.3633046,149.1651264,15.00
127.46,8,follower,-35.3633046,149.1651264,15.00
127.96,8,follower,-35.3633046,149.1651264,15.00
128.46,8,follower,-35.3633046,149.1651264,15.00
128.96,8,follower,-35.3633046,149.1651264,15.00
129.46,8,follower,-35.3633046,149.1651264,15.00
129.96,8,follower,-35.3633046,149.1651264,15.00
130.46,8,follower,-35.3633046,149.1651264,15.00
130.96,8,follower,-35.3633046,149.1651264,15.00
131.46,8,follower,-35.3633046,149.1651264,15.00
131.96,8,follower,-35.3633046,149.1651264,15.00
132.46,8,follower,-35.3633046,149.1651264,15.00
132.96,8,follower,-35.3633046,149.1651264,15.00
133.46,8,follower,-35.3633046,149.1651264,15.00
133.96,8,follower,-35.3633046,149.1651264,15.00
134.46,8,follower,-35.3633046,149.1651264,15.00
134.96,8,follower,-35.3633046,149.1651264,15.00
135.46,8,follower,-35.3633046,149.1651264,15.00
135.96,8,follower,-35.3633046,149.1651264,15.00
136.46,8,follower,-35.3633046,149.1651264,15.00
136.96,8,follower,-35.3633046,149.1651264,15.00
137.46,8,follower,-35.3633046,149.1651264,15.00
137.96,8,follower,-35.3633046,149.1651264,15.00
138.46,8,follower,-35.3633046,149.1651264,15.00
138.96,8,follower,-35.3633046,149.1651264,15.00
139.46,8,follower,-35.3633046,149.1651264,15.00
139.96,8,follower,-35.3633046,149.1651264,15.00
140.46,8,follower,-35.3633046,149.1651264,15.00
140.96,8,follower,-35.3633046,149.1651264,15.00
141.46,8,follower,-35.3633046,149.1651264,15.00
141.96,8,follower,-35.3633046,149.1651264,15.00
142.46,8,follower,-35.3633046,149.1651264,15.00
142.96,8,follower,-35.3633046,149.1651264,15.00
143.46,8,follower,-35.3633046,149.1651264,15.00
143.96,8,follower,-35.3633046,149.1651264,15.00
144.46,8,follower,-35.3633046,149.1651264,15.00
144.96,8,follower,-35.3633046,149.1651264,15.00
145.46,8,follower,-35.3633026,149.1651263,15.00
145.96,8,follower,-35.3632950,149.1651262,15.00
146.46,8,follower,-35.3632824,149.1651261,15.00
146.96,8,follower,-35.3632697,149.1651260,15.00
147.46,8,follower,-35.3632600,149.1651260,15.00
147.96,8,follower,-35.3632507,149.1651261,15.00
148.46,8,follower,-35.3632413,149.1651261,15.00
148.96,8,follower,-35.3632319,149.1651261,15.00
149.46,8,follower,-35.3632226,149.1651261,15.00
149.96,8,follower,-35.3632134,149.1651261,15.00
150.46,8,follower,-35.3632043,149.1651261,15.00
150.96,8,follower,-35.3631953,149.1651261,15.00
151.46,8,follower,-35.3631865,149.1651261,15.00
151.96,8,follower,-35.3631776,149.1651261,15.00
152.47,8,follower,-35.3631687,149.1651261,15.00
152.96,8,follower,-35.3631598,149.1651261,15.00
153.46,8,follower,-35.3631509,149.1651261,15.00
153.97,8,follower,-35.3631420,149.1651261,15.00
154.46,8,follower,-35.3631331,149.1651261,15.00
154.96,8,follower,-35.3631243,149.1651261,15.00
155.47,8,follower,-35.3631155,149.1651261,15.00
155.96,8,follower,-35.3631066,149.1651261,15.00
156.46,8,follower,-35.3630978,149.1651261,15.00
156.96,8,follower,-35.3630888,149.1651261,15.00
157.46,8,follower,-35.3630792,149.1651261,15.00
157.97,8,follower,-35.3630693,149.1651261,15.00
158.47,8,follower,-35.3630606,149.1651261,15.00
158.97,8,follower,-35.3630513,149.1651261,15.00
159.47,8,follower,-35.3630427,149.1651261,15.00
159.96,8,follower,-35.3630334,149.1651261,15.00
160.47,8,follower,-35.3630268,149.1651261,15.00
160.97,8,follower,-35.3630262,149.1651261,15.00
161.47,8,follower,-35.3630300,149.1651277,15.00
161.96,8,follower,-35.3630331,149.1651339,15.00
162.47,8,follower,-35.3630331,149.1651460,15.00
162.97,8,follower,-35.3630328,149.1651647,15.01
163.47,8,follower,-35.3630326,149.1651852,15.01
163.96,8,follower,-35.3630329,149.1652006,15.00
164.47,8,follower,-35.3630333,149.1652123,15.00
164.97,8,follower,-35.3630339,149.1652238,15.00
165.46,8,follower,-35.3630344,149.1652353,15.00
165.97,8,follower,-35.3630347,149.1652467,15.00
166.46,8,follower,-35.3630347,149.1652579,15.00
166.96,8,follower,-35.3630347,149.1652691,15.00
167.46,8,follower,-35.3630347,149.1652801,15.00
167.97,8,follower,-35.3630347,149.1652911,15.00
168.46,8,follower,-35.3630347,149.1653020,15.00
168.97,8,follower,-35.3630347,149.1653130,15.00
169.47,8,follower,-35.3630347,149.1653239,15.00
169.97,8,follower,-35.3630347,149.1653348,15.00
170.47,8,follower,-35.3630346,149.1653456,15.00
170.97,8,follower,-35.3630346,149.1653565,15.00
171.47,8,follower,-35.3630346,149.1653674,15.00
171.97,8,follower,-35.3630346,149.1653782,15.00
172.47,8,follower,-35.3630346,149.1653891,15.00
172.97,8,follower,-35.3630346,149.1654000,15.00
173.47,8,follower,-35.3630346,149.1654116,15.00
173.97,8,follower,-35.3630346,149.1654237,15.00
174.47,8,follower,-35.3630346,149.1654346,15.00
174.96,8,follower,-35.3630346,149.1654463,15.00
175.47,8,follower,-35.3630347,149.1654555,15.00
175.97,8,follower,-35.3630348,149.1654581,15.00
176.47,8,follower,-35.3630355,149.1654542,15.00
176.97,8,follower,-35.3630396,149.1654495,15.00
177.47,8,follower,-35.3630482,149.1654489,15.00
177.97,8,follower,-35.3630622,149.1654493,15.01
178.47,8,follower,-35.3630791,149.1654494,15.01
178.97,8,follower,-35.3630929,149.1654491,15.00
179.47,8,follower,-35.3631028,149.1654483,15.00
179.97,8,follower,-35.3631120,149.1654474,15.00
180.47,8,follower,-35.3631215,149.1654468,15.00
180.97,8,follower,-35.3631309,149.1654466,15.00
181.47,8,follower,-35.3631401,149.1654465,15.00
181.97,8,follower,-35.3631492,149.1654465,15.00
182.47,8,follower,-35.3631581,149.1654465,15.00
182.97,8,follower,-35.3631670,149.1654466,15.00
183.47,8,follower,-35.3631759,149.1654466,15.00
183.97,8,follower,-35.3631847,149.1654466,15.00
184.47,8,follower,-35.3631936,149.1654466,15.00
184.97,8,follower,-35.3632025,149.1654466,15.00
185.47,8,follower,-35.3632114,149.1654466,15.00
185.97,8,follower,-35.3632203,149.1654466,15.00
186.47,8,follower,-35.3632299,149.1654466,15.00
186.97,8,follower,-35.3632398,149.1654466,15.00
187.47,8,follower,-35.3632486,149.1654466,15.00
187.97,8,follower,-35.3632583,149.1654467,15.00
188.47,8,follower,-35.3632671,149.1654467,15.00
188.97,8,follower,-35.3632761,149.1654467,15.00
189.47,8,follower,-35.3632844,149.1654467,15.00
189.97,8,follower,-35.3632936,149.1654467,15.00
190.47,8,follower,-35.3633011,149.1654466,15.00
190.97,8,follower,-35.3633050,149.1654465,15.00
191.47,8,follower,-35.3633031,149.1654458,15.00
191.97,8,follower,-35.3632995,149.1654414,15.00
192.47,8,follower,-35.3632986,149.1654315,15.00
192.97,8,follower,-35.3632986,149.1654148,15.01
193.47,8,follower,-35.3632985,149.1653945,15.01
193.97,8,follower,-35.3632982,149.1653778,15.00
194.47,8,follower,-35.3632976,149.1653657,15.00
194.97,8,follower,-35.3632969,149.1653543,15.00
195.47,8,follower,-35.3632964,149.1653427,15.00
195.97,8,follower,-35.3632961,149.1653311,15.00
196.47,8,follower,-35.3632960,149.1653197,15.00
